,0,1
874,Trả góp đưa trước Nhiu ạ,"Chào chị, Dạ trường hợp này thì còn tùy gói lãi suất chị ơi, chị vui lòng cho biết trong số các giấy tờ CMND, hộ khẩu, bằng lái xe, hóa đơn điện chị có giấy tờ nào rồi siêu thị bên em sẽ tư vấn chị gói lãi suất tốt nhất chị nha Mong phản hồi từ chị."
875,A oi co cach nao.tat cai nay di ko a e da lam.du tu dat lai cai dat xoa roi tai lai ko biet no bi gi,"Chào bạn, Bạn giúp mình vào cài đặt > cài đặt chung > đặt lại > chọn dòng đầu tiên ""đặt lại tất cả cài đặt"" sau đó bạn kiểm tra lại giúp mình xem sao nhé. Xin thông tin ạ."
876,No bi nhu zay la bi gi zay a co cach nao het ko a,"Chào bạn, Bạn thử giúp mình thao tác : -> Xóa Messenger -> khởi động lại điện thoại -> cài đặt lại phiên bản Messenger mới nhất từ CH Play. Sau đó vào lại Messenger xem còn bị lỗi không bạn nha. Chúc bạn thành công !"
877,Shop ở Nguyễn Nghiêm. Đức phổ Quảng Ngãi có hàng ko vậy bạn,"Chào anh,  Anh quan tâm sản phẩm cụ thể màu nào ạ, vì sản phẩm này có rất nhiều màu khác nhau anh nhé, anh phản hồi lại bên em sẽ hỗ trợ giúp anh nhé.  Mong phản hồi từ anh."
878,A oi e sai a8 star 2 ngay truoc messeger cua e sai ko duoc gio sai binh thuong zay la do messeger bi loi chu khong phai do.may dien thoai bi hu ha a,"Chào bạn, Bạn vui lòng cho mình xin thông tin trước đó bạn không sử dụng được cụ thể như thế nào để mình kiểm tra hỗ trợ bạn nhé. Mong nhận được thông tin từ bạn."
879,Đẹp đấy ạ!!,Chào anh! Nếu anh quan tâm sản phẩm anh có thể cho em xin thông tin khu vực cụ thể (quận/huyện) để em hỗ trợ kiểm tra xem còn hàng không ạ. Mong phản hồi từ anh.
880,iphone bản VN/A chỉ có 1 sim vật lý thôi à adm?,Chào anh ! Dạ iPhone Xr 64GB bên em kinh doanh là bản 1 sim vật lý thôi nha anh. Thông tin đến anh.
881,A oi messeger no bi nhu zay la do meseeger hay do may dien thoai e hu,"Chào anh, anh vui lòng thao tác tắt các ứng dụng chạy ngầm  và khởi động lại máy rồi thử lại xem có khắc phục được trường hợp này không anh nha  Thông tin đến anh ạ!"
882,Mình dùng phần mềm nào để test pin vậy QTV,"Chào anh, Dạ anh tham khảo ứng dụng Battery Life, lưu ý các ứng dụng này chỉ để tham khảo, sẽ không hoàn toàn chính xác anh nhé. Chia sẻ cùng anh!"
883,viền màn hình iPhone 8 với xr cái nào dầy hơn,Chào anh  Theo trải nghiệm cá nhân của mình thì viền của iPhone Xr trông có vẻ dày hơn anh nha . Thông tin đến anh .
884,Vậy không có thẻ tín dụng vpbank thì không dc giảm hả ad. Vậy thì nói giảmaf thèm vào. Đâu phải ai cũng có thẻ tín dụng,"Chào anh! Dạ khuyến mãi giảm ngay 2 triệu khi thanh toán trực tuyến qua thẻ tín dụng VPBank (từ 13 - 30/11, số lượng giới hạn) thì bắt bược phải có thẻ tín dụng VPBank mới được ạ, đây là quy định của chương trình nên mong anh thông cảm. Tuy nhiên hiện sản phẩm đang có chương trình giá sốc online 19.990.000₫ cũng rất hấp dẫn đó ạ. Nếu anh quan tâm sản phẩm anh có thể cho em xin thông tin khu vực cụ thể (quận/huyện) để em hỗ trợ kiểm tra xem còn hàng không ạ. Mong phản hồi từ anh."
885,Giá 19.990.000. Có áp dụng cho trả góp 0% ko shop,Chào anh! Dạ rất tiếc giá 19.990.000₫ không áp dụng lãi suất 0%-1.29% ạ. Anh vui lòng góp gói có lãi suất hoặc góp lãi suất 0% với giá thường 22.990.000₫ nha anh. Thông tin đến anh.
886,Ip xr 64Gb k cần mua online vẫn giá là 19.990.000 hả QTV?,"Chào anh,  Hiện tại anh phải đặt mua online thì mới được giá là 19.990.000₫ anh nha, anh vui lòng cho em biết khu vực ( tỉnh, quận, huyện ) bên em sẽ kiểm tra xem còn hàng không giúp anh nhé.  Mong phản hồi từ anh."
887,"Mình xài iPhone 6s hồi đó tới giờ pin vẫn còn ngon, nhưng hôm qua mình sạc từ 8h tối và lỡ ngủ quên tới 4h sáng vậy có bị chai pin ko ad?","Chào anh , Dạ nếu tình trạng này không diễn ra thường xuyên thì không vấn đề gì anh yên tâm nhé. Xin thông tin đến anh ."
888,Có tin tức mới cuối tháng này giảm 3 triệu cho iphone xr . Vậy cho hỏi có giảm cho trả góp luôn không ?,"Chào anh Iphone Xr 64gb hiện tại được giảm giá 3 triệu nên giá máy chỉ còn 19.990.000₫, giá này có áp dụng mua trả góp ạ.  Nếu mình quan tâm sản phẩm thì vui lòng cho em xin thông tin địa chỉ mình đang sống (huyện/thành phố) để em tìm kiếm hàng cụ thể.   Mong nhận phản hồi sớm từ anh."
889,Ở chợ mới an giang còn màu xanh dương ko ạ,"Chào anh. Dạ sản phẩm iPhone Xr 64GB màu xanh dương tạm hết hàng tại Chợ Mới rồi ạ, nếu anh quan tâm sản phẩm anh vui lòng cho em xin số điện thoại bên em sẽ hỗ trợ chuyển hàng về và giao hàng tận nơi cho anh ạ. Nhưng anh mua với giá 22.990.000₫ anh nha, Thông tin đến anh."
890,O chợ mới còn màu xanh ko,"Chào anh. Dạ sản phẩm iPhone Xr 64GB màu xanh dương tạm hết hàng tại Chợ Mới rồi ạ, nếu anh quan tâm sản phẩm anh vui lòng cho em xin số điện thoại bên em sẽ hỗ trợ chuyển hàng về và giao hàng tận nơi cho anh ạ. Nhưng anh mua với giá 22.990.000₫ anh nha, Thông tin đến anh. "
891,Khí trả máy mà muốn giữ lại sạc vs tai nghe thì bị trừ tiền như nào ad Mua máy 22990k,"Chào anh. Dạ với trường hợp này thì còn tùy anh nha, bên em sẽ định giá sạc với tai nghe đó bao nhiêu sẽ truy thu thêm phần đó ạ, trường hợp này  anh vui lòng mang sản phẩm đến Thegioididong.com bên em sẽ hỗ trợ anh cụ thể hơn anh nha, Thông tin đến anh."
892,A oi e sai samsung a8 strar moi lan e vao messeger la no bi nhu zay e da thu dat lai cai dat tat ca cai dat trong dien thoai va xoa no tai lai cung o het cai nay do dien thoai e hu hsy messeger dang bi loi a,"Chào anh, Dạ trường hợp này anh vui lòng thử vào Cài đặt -> Ứng dụng/Quản lý ứng dụng  -> chọn Messenger -> Bộ nhớ ( Lưu trữ ) -> Xoá dữ liệu, sau đó khởi động lại máy và kiểm tra lại anh nhé.   Xin thông tin đến anh !"
893,A oi e sai samsng a8 strar sao e vao messeeger vao ten a no de dong chu da xay ra loi vui long thu lai e da xoa cai dat lai roi thu dat lai cai dat cung ko het nua a,"Chào bạn, Trường hợp của bạn có thể do phần mềm, bạn cần phải bỏ mật khẩu khóa màn hình, thoát tài khoản Gmail ra và thử khôi phục lại cài đặt gốc của máy xem có khắc phục được không bạn nhé (Lưu ý: Khi khôi phục tất cả các dữ liệu bao gồm danh bạ, tin nhắn, hình ảnh... trong máy sẽ bị mất, bạn nên sao lưu dữ liệu trước khi khôi phục). Để khôi phục bạn vào Cài đặt > Sao lưu và đặt lại > Đặt về dữ liệu gốc nha bạn. Xin thông tin ạ."
894,iPhone xr vỏ nhựa đúng ko?,"Chào anh ! Dạ iPhone XR có vỏ bằng kính nha anh, không phải bằng nhựa ạ. Thông tin đến anh."
895,Zalo pay có liên kết đk với tai khoản viettel pay k qtv,"Chào anh. Dạ zalo pay là ví thanh toàn viettel pay cũng vậy nên không liên kết 2 ví với nhau được anh nha, Thông tin đến anh. "
896,"E mua trả góp Xr , giờ muốn trả hết số nợ để trả máy dc ko ad","Chào anh,  Dạ được anh nha, anh ra siêu thị thegioididong.com và thông tin là muốn thanh lý hết hợp đồng góp là được anh nha, bên em sẽ hỗ trợ giúp anh nhé. Thông tin đến anh."
897,Xr sẽ còn giảm nhiều nữa,"Chào anh,  Hiện tại bên em kinh doanh sát giá với hãng đưa ra thôi ạ, hãng có điều chỉnh giá thì bên em sẽ điều chỉnh theo thôi anh nhé. Thông tin đến anh."
898,a oi e sai a8 strar e vao wet bi nhu zay nek cai nay do may hay wet a,"Chào anh  Dạ do web chưa load kịp , anh chọn đóng và mở lại anh nha . Thông tin đến anh ."
899,Sao hôm trước thì bảo km hết 30/11 nay lại chỉ km duy nhất trong ngày 27/11 thôi hả ad,Chào anh  Hiện số lượng hàng giới hạn nên chương trình có thể kết thúc sớm hơn anh nhé. Hiện anh có thể tham gia càng sớm càng tốt để mua giá khuyến mãi online cho sản phẩm anh nhé. Xin gửi thông tin đến anh.
900,Mình có đt sony xperia Xa 1 nhưng bị hỏng màn hình nhưng vẫn dùng tốt thì TGDĐ có mua lại ko nhỉ.,"Chào anh Quân, Dạ trường hợp sản phẩm đang hư hỏng, bên em chưa thể hỗ trợ anh hoàn lại sản phẩm được, mong anh thông cảm. Trường hợp sản phẩm của anh được mua tại Thegioididong.com, anh có thể mang sản phẩm đến siêu thị Thegioididong.com gần nhất, bên em sẽ hỗ trợ anh chuyển sản phẩm lên hãng sửa chữa có tính phí giúp anh. Sau đó nếu sản phẩm còn đạt yêu cầu đổi trả, bên em sẽ hỗ trợ anh hoàn lại sản phẩm anh nhé. Thông tin đến anh! "
901,E đang sd ip 7+ khi xem video trên fb và cả trên youtube hay bị đứng và bấm vào dấu tam giác thì mới phát tiếp. E đã thử xoá ứng dụng và khởi động lại máy rồi nhưng vẫn k được. E có thử kết nối với nguồn wifi khác nhưng nếu wifi yếu thì trên video sẽ xuất hiện vòng tròn quay màu trắng thay vì dấu tam giác bắt đầu phát ạ.,"Chào chị  Dạ đó là do kết nối wifi không ổn định , không phải do máy , chị vui lòng thử với nhiều điểm wifi khác mạnh hơn chị nhé . Thông tin đến chị ."
902,phiên bản màu đỏ có ý nghĩa gì vậy nó có phù hợp với các bạn nam như mình không vậy bạn,"Chào anh, Dạ phiên bản iPhone Xr 64GB màu Đỏ có ý nghĩa mang lại may mắn và hy vọng khát khao được thành công trong công việc cũng như cuộc sống đó ạ, màu Đỏ tượng trưng cho sự thành công và dù có thất bại thì cũng không nản chí mà tiếp tục bước đi tiếp cho đến khi nào thành công! Và nó phù hợp với những ai thích hướng ngoại một chút, thích nổi bật một chút và sang chảnh một chút ạ, em cũng dùng điện thoại màu đỏ và rất hài lòng đó anh. Quan trọng là mình thích là được ạ. Nếu anh quan tâm thì... Xem tiếp ▾"
903,Mua trả góp trả trước 70% dc ko vậy ad,"Chào anh,  Dạ hiện tại sản phẩm này bên em có hỗ trợ trả trước 70% anh nhé. Anh có thể vui lòng cho em xin độ tuổi, các giấy tờ: CMND hộ khẩu/ bằng lái xe, hóa đơn điện/ cáp/ nước hoặc hợp đồng lao động sao kê ( 3 tháng gần nhất) và số tháng anh muốn góp là bao nhiêu để bên em hỗ trợ anh nha.  Mong phản hồi từ anh."
904,Có Iphone xr 64 loại 2 sim vật lý ko. Giá bao nhiêu,"Chào bạn, Rất tiếc, Thegioididong.com chưa có dòng iPhone Xr 2 Sim vật lý bạn nhé.  Xin thông tin đến bạn !"
905,Giữa máy này và note 9 thì máy nào tốt hơn adm? Tư vấn gấp cho mình với.,"Chào anh, Cả 2 sản phẩm iPhone Xr 64GB và Samsung Galaxy Note 9 đều có thể hỗ trợ anh sử dụng khá tốt và đều có những điểm nổi bật riêng nha anh. Nếu anh thích một sản phẩm có thiết kế trông nam tính hơn, hình ảnh hiển thị trên màn hình khá đẹp mắt với công nghệ màn hình Super Amoled và độ phân giải màn hình Quad HD Plus (2K Plus ), độ tùy biến cao hơn, hình ảnh chụp được có phần đẹp mắt hơn, dung lượng pin cao hơn giúp anh có thể sử dụng khá lâu khi không có sạc, màn hình có phần lớn hơn đôi... Xem tiếp ▾"
906,Chị oi nhu cau cua em la choi game co dien thoai nao chip snapdagon tam 10tr đổ lại k chị,Chào chị Dạ chị có thể tham khảo thử sản phẩm Điện thoại Nokia 7 plus đang có giá 8.290.000₫ và được hỗ trợ Qualcomm Snapdragon 660 8 nhân đó chị nha Thông tin đến chị.
907,kiểm tra mình con bao nhieu thang bao hanh nua iphone 8 plus 64 sdt xxx27225,Chào anh  Dạ anh cho em xin số điện thoại đầy đủ của anh để em kiểm tra giúp anh ạ. Mong nhận được phản hồi từ anh
908,Cho em hỏi vd em mua iphone 8 trả góp mà em chưa trả hết. Giờ em mún mua iphone x trả góp được ko anh,"Chào anh, Trường hợp này anh có thể mua nữa đó ạ, tuy nhiên anh nên mua trả góp bên công ty tài chính khác để tỉ lệ được duyệt hồ sơ sẽ cao hơn anh nhé !! Thông tin đến anh !!"
909,Ảnh nó cứ bị vậy là sao thế ạ ảnh rất mờ ạ post lên MXH k đc ạ,Chào chị  Dạ trường hợp này chị thử thao tác Cài đặt > avatar ảnh > icloud > ảnh > tải về và giữ lại bản gốc sau đó thử lại xem sao chị nhé.  Thông tin đến chị.
910,Chuyện là mình có cái ip5s nhưng ko hiểu sao xài nó rất là hao pin dù là coi người ta chỉ rồi nhưng vẫn ko khác gì !! Nhân viên kỹ thuật chỉ mình với,"Chào bạn, Bạn giúp mình vào cài đặt > cài đặt chung > đặt lại > chọn dòng đầu tiên ""đặt lại tất cả cài đặt"" sau đó bạn kiểm tra lại giúp mình xem sao nhé. xin thông tin ạ."
911,Cho mìh hỏi viền màn hình S8 plus với iPhone XR thì nào dầy hơn,"Chào bạn, Mình đánh giá Samsung Galaxy S8 Plus viền mỏng hơn. Bạn có thể đến cửa hàng Thegioididong.com trải nghiệm trực tiếp trên máy để có cảm nhận chính xác trước khi chọn mua bạn nha. Thân chào bạn !"
912,đặt online lấy hàng tại cửa hàng trả tiền mặt trực tiếp có đc khuyến mãi 2tr ko,"Chào anh Hùng, Dạ nếu anh đã đặt mua online giá sốc thì anh nhận hàng trong 48h và thanh toán bằng tiền mặt tại siêu thị vẫn được anh nha Chia sẻ cùng anh "
913,Khang nuoc nhiu v ad,Chào anh Máy được trang bị chuẩn chống nước IP67 anh nha . Thông tin đến anh .
914,Mau hàng bằng tiền mặt k có thẻ VPBANK có dc khuyến mãi k,"Chào anh, Rất tiếc là không được anh nha. Anh phải thanh toán online bằng thẻ Mastercard của VPBank thì anh mới được khuyến mại giảm giá anh nhé. Thông tin đến anh!"
915,Hiện đang trả góp ben FE. Giờ mua nữa trả gop 0% bên Home Credit có dc ko,"Chào anh. Dạ anh có thể mua góp với công ty tài chính Home Credit anh nha, anh có thể tham khảo với gói lãi suất 0% của công ty tài chính HomeCredit, trả trước 6.897.000₫ (30%)  và góp mỗi tháng khoảng 2.102.500₫ trong 8 tháng, giấy tờ yêu cầu là CMND và bằng lái xe ạ, nếu anh quan tâm đến gói lãi suất này anh vui lòng cho em xin số điện thoại bên em sẽ tư vấn cụ thể và làm hồ sơ online giúp anh nhé. Thông tin đến anh. "
916,Cho Em Hỏi Khi Quên Mật Khẩu Ở Dòng iPhone Có Thể Chạy Chương Trình Ko Ạ,"Chào anh ,  Dạ anh có thể tham khảo và thao tác theo ""Quên mật khẩu iPhone phải làm sao?"" để khắc phục nhé.  Thông tin đến anh ."
917,Ở siêu thị TGDĐ có bán card garena và zing ko,"Chào anh, Thegioididong.com có bán thẻ Garena và Zing anh nha. Anh đến siêu thị Thegioididong.com gần nhất để được hỗ trợ nhé. Thông tin đến anh !"
918,iPhone 7 32g,"Chào chị, Dạ không biết chị cần bên em hỗ trợ gì ạ? Mong phản hồi từ chị."
919,Sdt mua may la xxxx702013,"Chào chị, Dạ chị có thể thông tin rõ hơn vấn đề chị muốn tư vấn và chị có thể  thông tin ở 1 phần bình luận được không ạ Mong sớm nhận phản hồi từ chị."
920,Ben tgdd dinh gia may dum minh nha,"Chào chị, Dạ em chưa hiểu vấn đề chị muốn  từ vấn ạ, chị có thể thông tin rõ dấu để bên em kiểm tra và hỗ trợ tư vấn giúp chị ạ. Mong sớm nhận phản hồi từ chị."
921,Nên mua ip xr hay mua ip8+ được vậy các bạn. Phân vân ghê,"Chào anh,  Hiện tại 2 sản phẩm này thì sản phẩm nào cũng tốt anh nha, anh thích 1 sản phẩm màn hình to IPS LCD, 6.1"", IPS LCD, 16 triệu màu có cấu hình sản phẩm mạnh, và pin nhiều lên tới 2942 mAh, có sạc nhanh thì anh chọn sản phẩm Iphone Xr ạ, còn anh thích 1 sản phẩm dùng camera kép sau là 2 camera 12 MP, dùng màn hình hiển thị sắc nét LED-backlit IPS LCD, 5.5"", Retina HD thì anh chọn sản phẩm Iphone 8 plus anh nhé. Thông tin đến anh."
922,"SP có hàng trải nghiệm tại Thôn Mao Trung, Xã Phượng Mao, H.Quế Võ, T.Bắc Ninh k ad","Chào chị,  Hiện rất tiếc là sản phẩm này bên em không có hàng trải nghiệm tại tỉnh Bắc Ninh chị nhé. Mong chị thông cảm ạ. Xin thông tin đến chị. "
923,Trả góp 0% có dc giảm 2tr ko,Chào anh  Dạ . Không biết anh góp qua thẻ tín dụng hay góp qua công ty tài chính vậy anh . Mong nhận phản hồi từ anh 
924,cho mình hỏi. Iphone XR 64 GB có trả góp lãi suất 0% không bạn. trả góp 8 tháng bạn nhé,"Chào anh. Dạ anh có thể tham khảo gói lãi suất 0% của Home Credit với mức trả trước 6.897.000₫ (30%) trong 8 tháng góp mỗi tháng mình trả  2.102.500₫, mức chênh lệch với mua trả thẳng 727.000₫. Để tham gia góp  iPhone Xr 64GB này với gói trên mình cần đủ từ 20 - 60 tuổi (đủ tuổi cả ngày tháng trên CMND) và có CMND, giấy phép lái xe hoặc hộ khẩu nha anh. Nếu quan tâm gói anh có thể thông tin số điện thoại để bên em liên hệ hỗ trợ mình làm hồ sơ online anh nhé. Mong phản hồi sớm nhất từ anh."
925,"Đổi galaxy note 5, máy còn mới, tốt.( mua tại tgdd ). Qua con Ip Xr 64g. Trả góp. Có dc ko bạn. Dc thì bù bao nhiêu. Số tiền thu lại máy củ có được trừ vào số tiền đưa trước ko","Dạ chào anh , Trường hợp này hoàn toàn được anh nha, nếu sản phẩm anh mua mới tại Thegioididong.com, còn hạn bảo hành và không có lỗi từ người dùng thì bên em có chính sách thu mua với giá 80% giá sản phẩm trên hóa đơn (trong tháng đầu tiên, các tháng sau mỗi tháng cộng thêm 5% phí). Anh vui lòng cung cấp chính xác thông tin giá mua sản phẩm và thời gian mua để bên em có thể tính giá giúp mình được cụ thể hơn anh nhé. Ngoài ra thì sau khi bên em hoàn tiền lại anh có thể sử dụng số tiền đó để... Xem tiếp ▾"
926,cho em hỏi chip nào tương đương với chip Snapdragon 660 vậy ạ?,"Chào anh ,  Dạ chip này thường được so sánh với chip Exynos 7885 hay Kirin 710 anh nhé.  Thông tin đến anh ."
927,cho e hỏi đến tận nơi mà chuyển tiền qua vp bank thì có đc giảm 2 triệu k ạ?,"Chào anh,  Hiện ưu đãi này chỉ áp dụng khi anh đặt mua online thôi ạ. Tuy nhiên, nếu anh gặp khó khăn trong quá trình đặt mua hàng, anh có thể mang thẻ đến siêu thị để nhân viên bên em hướng dẫn từng bước cho mình anh nhé. Xin được thông tin đến anh. "
928,"Mới mua Xiaomi Mi8 Lite, trả góp . Chưa dc 1 tháng. Muốn đổi qua Iphone XR 64G. Dc ko bạn.","Chào anh Đạt Dạ, anh ơi, anh đã mua trả góp lãi suất 0% hay lãi suất thường để em hỗ trợ kiểm tra giúp mình ạ!  Mong nhận phản hồi sớm từ anh."
929,máy có giảm giá khi trả tiền mặt không ?,"Chào anh, Dạ nếu anh đặt hàng online giá sốc và ra siêu thị thanh toán tiền mặt thì anh sẽ mua sản phẩm với giá 20.990.000₫ ạ. Thông tin đến anh."
930,nếu mua iphone hàng mới 100% thì bảo hành bao lâu?,"Chào anh, Dạ sản phẩm iPhone mới sẽ được bảo hành chính hãng 12 tháng anh nha. Thông tin đến anh."
931,thế giới di động có bán iphone cũ ko? hàng cũ có mới khoảng 99% ko?,"Chào anh, ANh xem iphone cũ ở đây ạ. Máy cũ còn mới bao nhiêu % thì tùy vào cảm quan mỗi người mà sẽ có đánh giá khác nhau ạ. Để chắc chắn thì anh cần ra Thegioididong.com có hàng cầm trực tiếp máy kiểm tra anh ưng ý rồi hãy mua ạ.   Thông tin đến anh ạ."
932,sp mới có trả gips 0% ko a,"Chào anh, Dạ sản phẩm này không có hỗ trợ trả góp lãi suất 0% ạ, chỉ có hỗ trợ trả góp trả trước 0₫ thôi nha anh. Nếu anh quan tâm thì có thể để lại phản hồi bên dưới để bên em hỗ trợ anh tốt hơn nha.   Thông tin đến anh! "
933,"Tối qua tôi mua Iphone XR màu cam tại TGDD 320 Lê Duẩn Đà Nẵng, nay muốn đổi sang màu đen có được không?","Chào anh !  Dạ nếu anh mua sản phẩm này bên em rồi, bên em đã xuất hóa đơn thì khi đổi sang sản phẩm mới anh sẽ mất 20% giá trị sản phẩm đó anh nha, anh nên cân nhắc lại giúp em anh nhé. Thông tin đến anh !"
934,hiện có 3tr trong tay lương 8tr 1 tháng có mua trả góp được không Admin,"Chào anh Phước, Dạ để trả góp thì anh cần đủ tuổi từ 20-60 tuổi, thủ tục cần có là CMND (rõ hình, rõ chữ, cấp dưới 15 năm) Bằng lái xe/ Hộ khẩu là có thể trả góp được rồi ạ. Nếu anh đã đủ 20 tuổi thì anh cho em xin thông tin giấy tờ anh đã có để bên em hỗ trợ anh được tốt hơn nha .   Mong nhận được phản hồi từ anh! "
935,xr co khuyen mai gi k,"Chào anh !  Dạ hiện tại bên em đã có khuyến mãi với giá sốc online 20.990.000₫ đó ạ, nếu anh quan tâm anh có thể đặt hàng online hoặc ra siêu thị bên em để trải nghiệm sản phẩm anh nha.  Thông tin đến anh !"
936,Mua trực tiếp tại cửa hàng ko qua thẻ có đc giảm 2tr ko ad,"Chào anh, Rất tiếc không được ạ, KHUYẾN MÃI : Giảm ngay 2 triệu khi thanh toán trực tuyến qua thẻ tín dụng VPBank (từ 13 - 30/11, số lượng giới hạn) thì mới được anh nhé. Trường hợp này anh có thể đặt mua giá sốc online 20.990.000₫ ở trên web sau đó nhận sản phẩm trong 48h anh nhé !! Thông tin đến anh !!"
937,Mua trả góp bằng thẻ tín dụng được tính theo giá nào?,"Chào anh, Anh mua giá nào cũng được anh nhé, nếu anh mua giá sốc online thì không có lãi suất 0% còn mua giá thường thì có lãi suất 0% ạ !! Thông tin đến anh !!"
938,Moi mua chua het bh ma da giam gia roi buon thet,"Chào chị !  Dạ em rất tiếc về trường hợp của chị, bên em kinh doanh theo chính sách hãng đưa ra chị nha, mong chị thông cảm giúp em ạ. Thông tin đến chị !"
939,"Cho em hỏi em có góp 1 đt bên home credit còn 2 tháng nữa thì mới góp xong, nhưng giờ em muốn góp thêm một iphone xr nữa thì có đựoc kh ạ?","Chào anh, Anh đang mua trả góp thì vẫn mua trả góp tiếp được nữa ạ, anh nên chọn công ty tài chính khác công ty anh đang trả góp ạ.  Thông tin đến anh ạ."
940,"Không phải máy này hỗ trợ 2 sim, 1 nano sim với 1 esim ak",Chào anh  Dạ hiện tại bên em kinh doanh sản phẩm này phiên bản 1 Nano SIM  thôi anh nhé.  Thông tin đến anh.
941,Mình mới mua máy chưa được một tháng giá 22tr990 giờ mún bán lại cửa hành có hỗ trợ thu lại ko ạ,"Chào anh Huy Dạ, nếu máy mình mua mới tại Thegioididong.com hay DienmayXanh.com và còn nguyên vẹn, trong thời gian bảo hành thì bên em hỗ trợ thu lại khoảng 18.392.000đ. Tuy nhiên đây chỉ là con số tham khảo, anh vui lòng mang sản phẩm (mang theo đầy đủ phụ kiện và phiêu quà tặng (nếu có) để tránh bị trừ thêm phí) ra siêu thị Thegioididong.com để bên em hỗ trợ anh tính chính xác và phục vụ anh tốt hơn.   Chân thành cảm ơn anh!"
942,Mình mới mua iphone xr ở cửa hàng hơn tháng mình muốn đổi sang máy khác cửa hàng có hỗ trợ thu lại ko ạ,"Chào anh Huy Dạ, nếu máy mình mua mới tại Thegioididong.com hay DienmayXanh.com và còn nguyên vẹn, trong thời gian bảo hành thì bên em hỗ trợ thu lại. Mình vui lòng cung cấp thêm giúp em thông tin về số điện thoại mua hàng để em hỗ trợ kiểm tra giúp mình ạ!   Mong nhận phản hồi sớm từ anh."
943,Giá niêm yết có 17tr. Bán 21tr vẫn kêu giảm giá rồi.bó tay luôn,"Chào anh ! Dạ anh ơi, anh nhận được thông tin giá 17 triệu ở đâu vậy ạ Mong nhận được phản hồi từ anh."
944,Cho e hỏi: khi mình ra tới thế giới di động rồi mình lấy ĐT ra đặt hàng xong rồi lấy liền lun để đc giảm 2 triệu như vậy đc không...hay là cần fải đặt ở nhà rồi chờ một khoảng thời gian mới đc ra lấy,"Chào anh  Dạ, anh đặt hàng trên web rồi ghé siêu thị Thegioididong.com có hàng nhận máy ngay sẽ mua với giá sốc 20.990.000₫.  Chia sẻ cùng anh!"
945,cho mình hỏi tí là pin iphone 6s của mìh thì khi chơi game là nó tụt hẳn xuốg hơn 10% còn khi hết chơi game rồi thì tới hơn 10p nó mới tụt 1% pin . cho mìh hỏi pin như thế này thì có bị sao khôg ạ,"Chào anh, Với lỗi này thì anh vào Cài đặt > Cài đặt chung > Đặt lại > Đặt lại tất cả cài đặt > sau đó anh khởi động lại máy xem có được chưa anh nhé. Thao tác này để thiết lập lại các cài đặt của anh trên máy, nên sẽ không làm mất dữ liệu, anh có thể yên tâm! Chia sẻ cùng anh!"
946,"cho mình hỏi nếu mình đang đứng 1 hợp đồng 6 tháng với Homecredit và đã trả xong tháng t3 , mình cũng đứng 1 hợp đồng bên FE credit . trước đó mình có mua 1 hợp đồng vs Home Credit và trả rất đúng hẹn . Nếu h mình muốn mua 1 cái IPhone XR với Home Credit thì có khả thi ko","Chào anh! Dạ với Home Credit thường thì phải góp xong 4 tháng mới được hỗ trợ làm hồ sơ tiếp ạ, anh nên góp với công ty tài chính khác để có tỉ lệ duyệt cao hơn nha anh. Anh có thể ghé siêu thị bên em để làm hồ sơ góp với HDSaiSon xem sao ạ. Thông tin đến anh."
947,cho hỏi bên mình có XR 2 sim không,Chào anh! Dạ rất tiếc bên em chỉ có bản 1 Nano SIM thôi ạ. Nếu anh quan tâm sản phẩm anh có thể cho em xin thông tin khu vực cụ thể (quận/huyện) để em hỗ trợ kiểm tra xem còn hàng không ạ. Mong phản hồi từ anh.  
948,Có thể thanh toán thẻ tín dụng timo không bạn,"Chào anh Dạ, anh dùng thẻ thanh toán tín dụng timo thanh toán khi mua trả thẳng được ạ. Chia sẻ cùng anh!"
949,Có hàng trải nghiệm qui nhơn không vậy,"Chào anh ! Dạ sản phẩm em kiểm tra không có hàng trải nghiệm ở Bình Định nha anh, mong anh thông cảm nha, tuy nhiên bên em có hàng để bán ở địa chỉ Điện Máy Xanh 107 Ngô Mây, P. Nguyễn Văn Cừ, TP. Quy Nhơn, T. Bình Định nha anh, anh đặt mua online sẽ có giá sốc 20.990.000đ nha anh. Thông tin đến anh."
950,Cho e hỏi máy có face id thế hệ 2 ko hay là face id thế hệ 1 giống iphone x ạ?,Chào bạn. Dạ với sản phẩm trên thì sử dụng Face ID thế hệ mới hơn (Face ID thế hệ thứ 2) so với iPhone X ạ. Thông tin đến bạn.
951,"Mh mới mua được hơn 10 ngày sao giá đã giảm 2trieu rồi vậy, như vậy thì thiệt thòi cho tôi quá.",Chào anh! Dạ giá sản phẩm có thể thay đổi chứ không cố định ạ. Nếu cảm thấy không hài lòng anh vui lòng cho em xin số điện thoại để em hỗ trợ anh tốt hơn nha anh. Mong phản hồi từ anh.
952,Cho e hỏi sao iPhone xr rẻ hơn iPhone x vậy ạ,Chào chị! Dạ giá sản phẩm do hãng đề xuất nên em không có thông tin cụ thể ạ. Nếu chị quan tâm sản phẩm chị có thể cho em xin thông tin khu vực cụ thể (quận/huyện) để em hỗ trợ kiểm tra xem còn hàng không ạ. Mong phản hồi từ chị.
